,label,sentiment
8372,0,giao hàng không có hai con ốc dưới thùng
8373,2,sản_phẩm đóng_gói cẩn_thận dùng xong chưa thấy thay_đổi
8374,2,sản_phẩm dùng tốt mùi thơm giúp tóc vào nếp
8375,1,loa dùng cũng được nhưng hơi
8376,1,sách có_vẻ không được mới lắm bị nhăn góc và tróc gáy chưa hài_lòng lắm so với khi mua trực_tuyến tại các trang
8377,2,hay gọi điện_thoại nên mua cái này xài rất tiện vừa sạc vừa xài mà không sợ bị gập đứt dây sạc rất cứng_cáp và
8378,0,cả một quyển sách in_ấn xuất_bản đàng_hoàng mà để lỗi chính_tả thế_này con cóc thì viết thành con
8379,1,nôi nhỏ hơn mình nghĩ cứ nghĩ là loại sze
8380,2,hộp cầm nặng_tay mùi khá thơm mịn không nhiều hạt cà_phê ổn
8381,2,rất ô_kê nhe mọi người này chắc là bản mới nhất rồi có nói về covid ở cuối sách
8382,1,hàng đúng hình nhưng bất_tiện không được chọn màu
8383,1,có chống nước không
8384,2,da bé mình nhạy_cảm dùng cái này rất
8385,1,kệ cũng tạm được mấy con ốc không bình_thường bắt vào
8386,0,chốt tán bị bung không dùng
8387,0,không hài_lòng nấu cháo không nhừ lúc thì sôi ùn ục nóng lúc ghim điện cả tiếng rồi nước vẫn nguội trong khi đèn vẫn đúng chế_độ nấu
8388,0,trên chai sữa tắm không có thông_tin trị ghẻ chỉ có trị ve bọ_chét và rận tai thôi vậy_mà quảng_cáo là có trị ghẻ
8389,2,hoá_đơn đỏ nhưng khi giao hàng xong không thấy hoá_đơn đỏ
8390,1,màu đẹp nhưng khay đựng quá nhỏ không gác vào lò
8391,2,chất_lượng tốt sản_phẩm phù_hợp mọi loại da nhất_là da nhạy_cảm do không có nhiều hoá_chất
8392,1,đóng_gói sơ_sài rách_rưới
8393,0,mình đặt tai nghe mà kho giao tới lại là móc khoá cửa_hàng làm_ăn không có uy_tín chút
8394,1,nước_hoa hồng ô_kê giống hàng mình đang
8395,1,kiến_thức lập lại các sách của trump nhiều kiến_thức nằm tận bên mỹ
8396,0,kích_thước áo không đúng tiêu_chuẩn quá thất_vọng đề_nghị tiki không hợp_tác với cửa_hàng này mất hết cả uy_tín
8397,0,sản_phẩm quá tệ ván rất mỏng bắt ốc vào là bị vỡ các chỗ khoan sẳn không chính_xác lắp vào kệ bị nghiên
8398,1,màu quá xấu kích_thước bé mặc không vừa rút kinh_nghiệm không bao_giờ mua đồ lót trực_tuyến
8399,1,in cho có lem chỉ dư rất
8400,0,gói hàng_không cẩn_thận tặng túi zip mà khi nhận hàng bị rách
8401,0,bình giữ nhiệt tốt nhưng để nghiêng là bị chảy nước bất_tiện khi mang đi vì sợ chảy nước không biết có bị bình giả không
8402,2,sản_phẩm tốt giao
8403,1,mua được gần tháng mà chưa được kích_hoạt bảo_hành
8404,0,không hài_lòng vì bằng nhựa dfi rất nóng
8405,1,giày vừa hợp túi_tiền nói_chung để đi làm thì
8406,2,hộp màu mới gói cẩn_thận giao nhanh chưa tô nên chưa biết nhưng giá phù_hợp nhìn hộp màu thấy đẹp
8407,1,mình nhận được rồi nhìn chảo có_vẻ đơn_giản quá chất được làm bằng hợp_kim nhôm tráng lớp chống dính
8408,2,tôi thích mày đen hơn nhưng lại giao màu hồng nhưng không sao sản_phẩm chất cũng ô_kê nên tôi chấp_nhận
8409,1,hàng giao đúng mẫu_mã
8410,0,chất_lượng kém nút bịt ống thoát nước quá nhỏ so với lỗ thoát
8411,0,chưa gì đã đứt mẹ dây_dẫn
8412,2,tiki đóng_gói cẩn_thận đúng hình
8413,2,mẫu giống hình chất_liệu ổn mua với giá giảm_giá nên thấy ô_kê
8414,1,quá dài so với hìnhnhư quần short
8415,2,hàng y_như thật vậy cảm_ơn cửa_hàng rất nhiều
8416,2,rất ô_kê rung rất mạnh tuỳ chỉnh độ rung
8417,0,màn_hình bị lỗi quá admin ơi hỗ_trợ sớm cho mình
8418,1,nhìn bên trong còn tạm bên ngoài sơn rẻ_tiền hình màu đen giao màu trắng với giá này chấp_nhận tạm
8419,0,khi nhận hàng không có lớp phim bảo_vệ ở mặt ngoài sản phầm như trong chỉ_dẫn đã xước vài vệt
8420,0,là rất lâu hết nhăn không như video quảng_cáo
8421,1,bắt_đầu sử_dụng thấy nóng và thơm
8422,2,tiki giao hàng tốt chất_lượng sách không bị hư_hỏng về nội_dung thì quá tuyệt
8423,1,bao_bì của tiki ô_kê lắm về tác_phẩm thì theo mình thì đọc hơi khó
8424,1,nhìn hạn sử_dụng tưởng hàng mới nhưng ăn vô khách_hàng được giòn như những khô gà mà mình từng
8425,0,dùng giống như cạo bằng dao_cạo nhé ai có ý_định mua tốt nhất là hảy từ_bỏ đi nha mình đã mua và dùng không có tác_dụng gì cả nha
8426,0,keo này của tq độ dính kém
8427,1,không thoải_mái như lót da
8428,0,da mình bị rát khi xài vì trong sản_phẩm có chứa cồn
8429,1,mình mới nhận hàng không thấy phiếu bảo_hành có sẵn trong thùng như_vậy bảo_hành nếu phát_sinh thì như_thế_nào tiki
8430,2,sách hay đóng hợp đẹp giao
8431,1,áo form nhỏ tưởng form rộng
8432,0,hàng không chất lượng
8433,0,quạt kêu è è thông_tin bảo_hành lâu mua thì nhanh mà bảo_hành thì
8434,2,giao hàng nhanh chất_lượng sản_phẩm tốt không bung keo sứt chỉ thông_tin về lịch_sử đặc_biệt là trang_phục rất tỉ_mỉ hình_ảnh màu và hình phục_dựng cũng rất chi_tiết
8435,2,sổ đẹp dã_man luôn ý đẹp hơn cả mong_đợi lần nào mua hàng ở tiki mình cũng cực_kì ưng luôn_luôn ủng_hộ tiki iuiuiu
8436,2,hàng đóng_gói kín và kỉ rất hài_lòng tiki cửa_hàng luôn đuy trì như_vậy thì ai cũng tin_tưởng đặt mua hàng
8437,1,dễ xây xước và nắp mình đánh_rơi bị móp luôn nên trong hơi mất thẩm_mỹ quan_trọng giữ nhiệt rất tốt hi
8438,0,không có tác_dụng răng vẫn đầy vết ố
8439,2,sách rất hay chất_lượng giấy đẹp gói sản_phẩm và giao hàng
8440,2,dùng cảm_thấy hơi dày so với da mình vì da mình siêu siêu dầu nhưng_mà cảm_giác tê_tê rất active
8441,1,đặt_hàng cáp micro usb mà giao cáp lighning giá_trị không cao nên mình nhận luôn không đổi trả đề_nghị các bạn tiki soạn hàng cẩn_thận
8442,1,không đủ hàng không tặng bông tẩy_trang như khuyến_mãi
8443,0,sử dụng xong da hơi rát
8444,0,sách in sắc nét nhưng font chữ bé khó đọc
8445,0,hàng quá nhỏ không
8446,0,sao cửa_hàng gửi lộn sản_phẩm rồi tôi mua cái giá đỡ điện_thoại chứ đâu phải cái giá đỡ cái mic
8447,0,không có tác_dụng lâu được vài phút là thấy muỗi
8448,1,tay cầm ổn nhưng dây lại hơi nhẹ quá thành_ra khó nhảy
8449,1,sản_phẩm ngon nhưng chất_lượng giao hàng tệ quá khi nhận được hàng khui ra nó vỡ tung
8450,2,chất_lượng sản_phẩm tốt chất vải mềm mịn mặc mát đóng_gói cẩn_thận giao hàng
8451,2,sản_phẩm chất_lượng như quảng_cáo
8452,1,mình đọc sách có vài trang_bị bẩn điều này khiến mình không hài_lòng còn về nội_dung của sách mình thấy ô_kê không nói lí_thuyết suông mà đưa ra ví_dụ dẫn_chứng
8453,2,chảo siêu đẹp dùng tốt hơi nặng_tay một_chút nhưng nấu rất
8454,0,của mình bị lỗi cây này rồi sao tiki
8455,0,dây yếu cột tóc lỏngđủ số_lượng
8456,2,mới đặt_hàng ngày hôm trước thì sáng hôm sau đã giao hàng nhanh ngoài mong_đợi mới dùng thử thì thấy dễ dùng cafe pha ra thơm ngon rất hài_lòng với sản_phẩm
8457,2,tây tạng với những điều thật kỳ_bí
8458,2,mình không nhận được sản_phẩm khuyến_mãi chai sữa rửa mặt kèm gói vui_lòng kiểm_tra
8459,0,mình không ngờ là được số_lượng ít như vậy hơn nữa đá rất
8460,2,sản_phẩm tốt tôi hài_lòng
8461,0,không đóng gói gì hết có mỗi cái bọc bao lại giao tới nơi rách hết
8462,0,vừa mua đã lỗi không quạt
8463,2,giao hàng đúng mẫu chất_lượng tốt tuyệt_cú mèo sẽ tiếp_tục mua
8464,2,sản_phẩm đẹp hoạt_động tốt dễ lắp_ráp và vệ_sinh máy tuy_nhiên khi ép máy kêu hơi ồn
8465,2,giao nhanh nước giặt xả rất thơm
8466,2,lần này mua hàng ở tiki rất tốt vẫn như mọi_khi còn về sách tốt xịn mịn bìa đẹp tuy_nhiên khi mua sách mình đã rất mong_chờ nhận chữ_ký nhưng cuối_cùng khá buồn là không nhận
8467,2,sản_phẩm đúng như mô_tả đóng_gói chắc_chắn giao hàng nhanh tuy_nhiên bia nhạt quá uống không thấy phê
8468,2,theo mình thấy đây là quyển sách mà bất_cứ bà mẹ bỉm sữa nào cũng phải có cảm_ơn bstrí đoàn và bạn uyên bùi_vô_cùng tiki giao hàng cực
8469,2,chất_lượng tốt bông mềm mịn rất ưng_ý nhé cửa_hàng
8470,0,tủ_lạnh bị móp do va_đập mà tiki không chịu giải_quyết khiếu_nại
8471,0,lừa nhau là chính gây tốn kém
8472,2,đã đặt nhiều lần và được giao hàng nhanh_chóng nhà bán hàng uy_tín tuy_nhiên sườn đông_lạnh chứ không phải là sườn thịt tươi
8473,0,treo đầu dê bán thịt chó trong ảnh rõ_ràng là dép popular mà khi giao hàng đến tay khách_hàng lại là fashion cửa_hàng làm_ăn quá thất_đức
8474,0,không giống ảnh trên hình
8475,1,không thấy gì khác_biệt
8476,0,sản_phẩm không sử_dụng được vì treo quần_áo lên đinh_ốc không trụ được tuột móc đi đàng móc quần_áo rơi lả_tả hàng_không sử_dụng
8477,0,rung quá mạnh dễ làm tê
8478,2,truyện rất hay và rất hấp_dẫn
8479,2,đóng_gói đẹp và giao hàng rất nhanh mua bản bìa cứng về sưu_tầm chứ sách khổ nhỏ chữ nhỏ đọc sẽ nhanh và tiện
8480,1,sản_phẩm bình_thường không đẹp như trên ảnh chụp
8481,2,sách bao_bọc kĩ rất phù_hợp cho để cải_thiện kĩ_năng viết cuốn từ_điển đáng tiền
8482,0,đặt đá nhỏ để bỏ vô chậu sen đá mini mà cửa_hàng giao đá này kêu
8483,2,giao hành nhanh đúng ngày sách mới yêu quá đi hihi
8484,1,bìa đẹp nhưng cốt_truyện không hay lắm
8485,0,chưa nhận được hành vậy
8486,1,bao_bì bỉm cũ quá bỉm bên trong khá mềm và mỏng
8487,0,sản_phẩm mới nhận đã bị thế_này
8488,2,vừa nhận còn khá đẹp sẽ mua bộ
8489,1,hình_ảnh_tượng trương không phù hợptheo mình nên chon hình_ảnh là con_người cho bé dễ hiểu
8490,0,điện_thoại gì khui hộp ra đồ thiếu tùm_lum buôn_bán không uy tính làm_ăn chán quá chán
8491,0,bơm hỏng không bơm được không như qoang cáo
8492,0,giao hàng cực chậm mà phí giao hàng không hề rẻ nha đề_nghị tiki khắc_phục hệ_thống giao hàng lại quá chậm_trễ và rất bực khi phải chờ_đợi
8493,1,đồng_hồ đẹp nhưng_mà bị vô nước mọi người
8494,2,sách rất đẹp không bị hư hay móp méo gì cả nội_dung hay mình sẽ ủng_hộ nhà_sách nhiều nhiều
8495,1,cáchình xăm rất là đẹp nhưng có nhiều mẫu hợi to qua nên xăm không đẹp lắm
8496,1,nhỏ gọn sài ô_kê không biết bền không
8497,2,fahasa đóng_gói sản_phẩm rất cẩn_thận giao hàng nhanh sớm hơn so với dự_kiến
8498,0,đặt màu đen giao màu kem và không đúng kích_thước nhỏ_xíu
8499,2,rửa chén sạchmùi thơm dễ_chịu
8500,2,đồng_hồ rất đẹp giống_hệt hình được kiểm_tra giống hình mình mới lấy bụng mình nhỏ nên không vừa nhưng được hướng_dẫn là cắt bớt đi thì đã rất ổn dây cũng mềm mặt bóng mướt nhìn rất sáng và đẹp
8501,1,bảo_quản sách không tốt nên sách cũ bẩn lúc nhận sách cảm_thấy rất khó_chịu
8502,1,quạt mát êm có viết ố vàng trên mặt sản_phẩm nên không được hài_lòng lắm
8503,0,chào cửa_hàng tiki mình đã nhận được hàng và cái cốc đong gạo bị bể như hình đính kèm không biết là tiki hỗ_trợ đổi cốc mới cho mình như_thế_nào ạ mình không hài với sản_phẩm như thế_này
8504,1,cứng_cáp nhưng lớp sơn không chắc mới mở ra sơn đã bị bong tróc ra rồi cứ tưởng hàng cũ
8505,1,sản_phẩm mới nhận mà không có bao_bì niêm_phong gì mà như sữa tắm đã bóc ra dùng rồi vậy đã vậy chai sữa tắm còn dính bột không biết bột gì tiki phân_phối sản_phẩm không đáng tin_cậy
8506,2,tốt lắm ạ mọi người ơi nên mua quyển này nha nó hay và bổ_ích lắm còn rẻ nữa rất tốt cho tuổi thiếu_nhi
8507,0,nội_dung lan_man không quá
8508,2,tiki cần làm_việc với bên ninja vận bên giao hàng nhanh vận_chuyển cẩn_thận hơn
8509,0,vải mỏng thô kích_cỡ quá
8510,0,cồn gây khó_chịu cho da không nên
8511,1,bình_thường không quá hữu_dụng
8512,0,chuột vẫn còn đầy được có bữa
8513,2,giữ nhiệt tốt nhưng nắp bình hơi có lỗi khi vặn mở sẽ kéo_theo luôn lưới chặn
8514,0,như quần_áo thun mặc bình_thường không phải chất_liệu để mặc đi bơi
8515,2,sách đẹp không bị rách hay nhăn gì
8516,2,sản_phẩm rất hay bìa cực đẹp giao hàng lại rất nhanh và chất_lượng
8517,2,do ở thành_phố thành_phố hồ_chí_minh nên giao cực nhanh luôn í
8518,2,giao hàng nhanh sản_phẩm chất_lượng lắm
8519,0,cửa_hàng giao quần xấu thậm_tệ lần sau không bao_giờ mua đồ thời_trang trên tiki
8520,2,sản_phẩm tốt và dây sạc chất_lượng như trong giới_thiệu
8521,2,mình mua nhầm dây sạc iphone thành dây này mình có được đổi lại không
8522,0,không hề có sạc nhanh như quảng_cáo
8523,1,bông hơi nhiều nên lật qua_lại hơi
8524,0,sản_phẩm không dễ tháo_gỡ
8525,0,dây bị đứt liên_tục trong lần đau
8526,2,trải_nghiệm tuyệt vờithật nên đọc
8527,1,màu rất tự_nhiên nên mua
8528,2,được tặng kèm rất
8529,0,sản_phẩm bình_thường giá quá đắt
8530,1,mấy ngày đầu bình nước ổn sau đó thì bị rò rĩ nước trên nắp mặc_dù mình không tìm thấy vết nứtvỡ nào không hiểu
8531,0,sản_phẩm bị gấp cong giấy bìa có vết dơ mong tiki cẩn_trọng hơn và cho mọi người kiểm_tra cẩn_thận khi nhận hàng
8532,2,hài lòng với sản_phẩm và phục_vụ của cửa_hàng cũng như tiki bộ hộp màu dùng cho trẻ tập vẽ và chơi là phù hợp
8533,1,không ưng vì chốt mở đóng dù không nhẹ thi_thoảng bị kẹt gây lúng_túng khi trời mưa
8534,1,nhìn đẹp nghe cũng được không hay lắm so với giá tiền thì vậy thui còn giá gốc thì nó không đúng cho sản_phẩm
8535,0,lần đầu_tiên mua sách trên tiki mag sách nó lại bị bẩn bị gấp
8536,2,xài cũng tạm so với giá tiền cũng được nói_chung giá này thì hiệu_quả không được tốt lắm
8537,0,bìa đầu bị nhăn và rách
8538,1,nói_chung tạm hài_lòng với sản_phẩm
8539,1,dép đúng với giámỏngk chắcvết dán không đềutưởng rẻ nhưng chất_lượng
8540,2,hay lắm lắm đầy bất_ngờ và không kém phần kinh_dị
8541,0,mua jean nhưng nhận là quần short ô_kê
8542,1,xài được cây đèn thôi nha chứ các thứ khác không xài được nha
8543,0,mỏng quá tập không yên_tâm
8544,2,sách khá hay đơn_giản và dễ hiểu rất tốt cho các bạn muốn nâng cao trải_nghiệm khách_hàng
8545,1,bưu_thiếp không quét để xem được trang cuối thì bị dính lại với nhau trên bìa cũng có một_ít vết xước
8546,0,áo quá xấu so với quảng_cáo
8547,0,form này rộng qua không giống fom hunter x muốn đổi lại kích_thước khác thì lm
8548,2,gói hàng cực kỹ luôn không tin được đây là lịch mua giảm_giá siêu rẻ
8549,2,đánh rất sạch răng và còn trắng lên dần_dần nữa rất thích
8550,1,dành cho những_ai mới biết về coi tướng xem cho vui chứ chưa chi_tiết và rõ nét
8551,1,giao hàng nhanh giầy đẹp
8552,1,sách đẹp có_điều hơi bị sút keo xíu nhưng mình đã dán
8553,2,giao hàng nhanh mặc_dù mình ở tỉnh hàng đóng_gói cẩn_thận ăn rất ngon
8554,1,hết hàng mà_lại không báo quá thất_vọng với cách làm_việc
8555,2,sản_phẩm như hình đóng_gói cẩn_thận
8556,2,hổ trợ nhanh nhiệt_tình giá rẻ hơn thị_trường cửa_hàng ở tân_bình nên nhận xe khá tiện
8557,0,đặt_hàng pin màu xanh giao hàng pin màu tím chán hẳn
8558,0,bao_bì củ mình chưa xài nhưng không như mong_đợi
8559,2,sách nội_dung hấp_dẫn chỉnh chu đáng lưu_trữ bản in cực đẹp
8560,1,sách đẹp mình mua trước thì không có bản chữ_ký vì nghe random nên mình không tiếc nhưng khi lên_dây xem thì thấy giờ phân_loại bản chữ_ký riêng khá bất_công cho nhiều bạn mua trước giống
8561,0,chọn nhiều mẫu mà có toàn mẫu cáo này thì xăm cái gì ạcho em trả lại hàng
8562,0,sao tiki bảo miễn_phí việc mà sao tính phí vậy không đồng_ý
8563,1,nên cuộn tròn để tránh bị gấp_khúc bung keo tại nơi bị gấp
8564,2,sách cực đẹp giá tốt khi săn giảm_giá được bọc bìa ngoài và trong là bìa đỏ trơn nhìn rất rất đẹp nội_dung trong sách có cả hình minh_hoạ rất nhiều giao hàng trước hạn khá
8565,2,giao hàng nhanh mùi không ưng cho lắm nhưng sài thấy rất ô_kê
8566,2,dùng được thấy dễ_chịu
8567,2,sách đẹp giấy in thơm chất_lượng tốt đóng_gói kỹ
8568,1,chân_váy tôi mua cũng bình_thường
8569,2,sài ô_kê đấy nhưng không biết được bao_lâu
8570,0,thật đáng buồn mình đặt ốp lưng có lót nỉ nhưng lúc giao hàng chỉ là ốp bình thường không có lót mình chủ_quan không kiểm tra đề_nghị cửa_hàng đổi lại đúng hàng mình
8571,1,tinh_chất dưỡng ẩm của hadalabo hàng chính hãng dùng ổn
8572,0,hàng quá mỏng độ dính kém không ưng tí nào
8573,1,nội_dung hơi rườm_rà thông_tin không có quá nhiều chú_thích cuối sách khá bất_tiện để theo_dõi
8574,1,sản_phẩm không được mới bề_mặt hơi trầy_xước
8575,0,vừa_mới nhận hàng sáng nay bìa sách trang trước bị giập méo phần gáy trên đề_nghị tiki chú_ý gói hàng cẩn_thận
8576,1,đi kem khuyến_mại nên không có ý_kiến nhưng gọn
8577,0,mới mua về dùng mấy ngày hư
8578,1,chất_liệu dễ chà rửa để tolet nhìn sang và tiện_lợi tuy_nhiên các khớp nó cứ xụt xà xụt xịt lỏng_lẻo lắm
8579,0,cửa_hàng đưa hàng về hỏng không soi
8580,2,sản_phẩm nhỏ gọn lần đầu mình mua sách bên tiki nên không dám nói nhiều chỉ thấy được lần này rất hài_lòng sản_phẩm sạch với chất_lượng tốt đóng_gói rất chắc_chắn đẹp
8581,1,đăt màu trắng cửa_hàng giao đen cũng không chắc_chắn lắm
8582,2,đẹp nhưng chỉ có hình một thành_viên
8583,1,chưa sử_dụng chưa biết
8584,0,chân cắm chéo tốn thêm tiền mua cục
8585,2,có_vẻ tốt vì treo đồ nhẹ nên thấy không có vấn đề gì tiki giao hàng
8586,1,sách nhỏ hơn so với tưởng_tượng nhưng không có vấn_đề về mặt_chữ hay màu in
8587,1,đế xốp bọc nhựa dẻo bên ngoài
8588,1,click chuột hơi cứng mỗi lần click phải dùng lực hơn chuột mình đang xài mỏi tay khi xài trong thời_gian ngắn
8589,2,sách mới giao đúng địa_chỉ nhanh gọn
8590,0,đề_nghị cửa_hàng kiểm_tra kĩ trước khi gửi hàng
8591,0,sản_phẩm quá mỏng nhẹ hơn mong_đợi
8592,0,vừa nhận sách xong đang hí_hửng thì thấy sách lòi ra phần thừa như_thế kia gia_công như shit vậy đặt bao_nhiêu sách trên tiki rồi sách không quăn mép thì lại thịt thừa thất_vọng
8593,2,dùng không có mùi và ít bọt rất
8594,1,chất lương ô_kê giá hợp_lý ô_kê
8595,1,lớp kem hơi dày dễ gây bít tắc mụn ẩn
8596,2,sách của bác ánh thì khỏi bàn_cãi rồi giọng văn rất lôi_cuốn và dễ đọc tiki giao hàng nhanh sách được bọc plastic kèm theo bưu_thiếp nữa
8597,0,bên cửa_hàng sao không kiểm_tra thử trước khi gửi sản_phẩm của mình không nhận tai nghe chỉ nhận bên sạc
8598,0,thợ lắp_đặt đến không chịu lắp mà đưa biên_bản yêu_cầu ký đã lắp_đặt bật nút sấy nhưng máy vẫn không sấy rửa xong chén còn nước ướt như rửa bằng tay_phải lấy ra đem phơi
8599,2,rất tiện_ích không mất thời_gian vệ_sinh như trước sản_phẩm sáng_tạo hay ủng_hộ bán ở thành_phố hồ_chí_minh đi cửa_hàng ơi giao hàng từ hà_nội xa quá chờ cả tuần có_khi
8600,1,nội dung kết_cấu được hành_văn không hấp_dẫn được tớ cứ nhạt_nhẽo với lủng_củng thi_thoảng thêm vài lỗi do biên_tập kiểu không chấm_câu lặp chữ_cái trong câu đoạn cuối thì hay và đắt
8601,1,đặt bản đặc_biệt lại giao bản thường lại không có biên_lai chán chả buồn đọc
8602,2,nếu đèn led của bình hết pin thì làm_sao để thay
8603,1,giao đúng hàng và mà sắc sẽ tiếp_tục ủng_hộ cửa_hàng
8604,0,cửa_hàng xem_lại hàng tôi đặt joger sao lại giao hàng quần_jean
8605,1,to đựng được khá nhiều đồ nhưng hôi mùi nhựa phải phơi lâu mùi rất hăng
8606,1,sổ rất đẹp hơi bị móp phần đầu nhưng_mà chấp_nhận được chỉ là hai tấm sticker tặng kèm thì không_thể không buồn mong_ngóng mà thất_vọng quá nhưng thôi quà tặng nên cũng
8607,1,mọi thứ đều nhue trong hình ngoại_trừ chất lượng nhạc còn hơi rè
8608,0,bị gãy một bên cửa_hàng không kiểm_tra hàng trước khi vận_chuyển không biết phải đổi hàng sao
8609,2,mình cực_kỳ hài_lòng về sản_phẩm của cửa_hàng
8610,1,có vết bẩn trên tờ tiền không hài_lòng hi_vọng cửa_hàng chú_ý
8611,0,vẫn bị móp hàng ọp_ẹp
8612,1,mình thấy sản_phẩm đăng có lọ và chai nhỏ nhưng mình nhận hàng chỉ có túi thôi
8613,0,thuỷ_tinh không trong như hình
8614,0,không nghe được tai bên phải và không sử_dụng được nút bấm ở mic
8615,1,đoạn cuối sách các trang_bị xếp lộn_xộn hết lên lặp_đi_lặp_lại đọc khó_chịu
8616,2,mình chưa đọc nhưng sách rất rất đẹp luôn nội_dung sẽ ôn_tập khi
8617,1,khi mực đã khô nhưng nét bút vẫn không rõ màu trắng nhưng vẫn nổi lên
8618,1,nhiều câu_chuyện hơi khó hiểu đối_với các bé_nhỏ
8619,0,sản_phẩm không hiệu_quả gián vẫn mặc_sức tung_tăng
8620,1,đặc là bản đặc_biệt nhưng lại giao bản
8621,2,dùng tốt sài xong da không khô
8622,2,mùi thơm dễ_chịu sạch mỡ
8623,1,cảm_ơn cửa_hàng về sản_phẩm
8624,0,chiên đồ dễ khét có_vẻ như khâu sản_xuất bị lỗi làm cho vật_liệu không
8625,0,không kết_nối với tai nghe được vậy cửa_hàng sạc thì được con tai nghe thì
8626,2,phiếu bảo_hành sao tiki trading không ghi thông_tin gì vậy đóng_gói ô_kê nhìn cũng xịn xò không ghi bảo_hành không biết sau bảo_hành
8627,2,mình mua tặng sinh_nhật bé mà bị móp méo hộp rồi cứ tưởng cửa_hàng gói trong thùng giấy nên cũng ỉ i không nhắn cửa_hàng
8628,0,sản_phẩm về không có lỗ khoan để vặn ốc không đạt tiểu chuẩn
8629,1,sử_dụng hệ_thống nóng lạnh như nào cửa_hàng chỉ cần cắm điện bỏ bình nước vào là hệ_thống tự nóng lạnh hở cửa_hàng
8630,1,giới_thiệu không rõ_ràng không nói là chỉ dùng được cho hệ_điều_hành
8631,1,cốt_truyện nhân_văn tuy_nhiên do muốn gắn_kết với người bản_xứ nên dùng nhiều từ riêng mình thấy rối quá với diễn_tiến cũng không có gì quá
8632,0,mình mua cùng thẻ nhớ mà không có khe căm thẻ nhớ thì lưu_trữ dữ_liệu thế_nào
8633,0,chất_lượng sản_phẩm tốt nhưng không có lót ly
8634,2,sản_phẩm rất vừa_vặn với bé nhà mình thấm hút tốt có đợt giảm_giá sâu hơn thì càng tốt tiki giao hàng rất đúng hẹn
8635,0,mưa về mở nguồn không lên sat cả đêm cũng
8636,1,nước mưa vẫn bám trên bề_mặt miếng dán
8637,0,ôi không_thể lắp được không có hướng_dẫn sử_dụng kèm theo tôi phải tự lắp theo ý mình
8638,2,điểm thích nhất của sản_phẩm này ngoài việc có_thể đem tặng người khác là hạn sử_dụng của nó không bị giới_hạn có nghĩa đã mua là luôn_luôn sử_dụng được tuyệt_vời
8639,2,rất hợp da không bị nhờn rít mềm mịn và thoáng_đãng rất dễ_chịu giá_cả
8640,0,tôi có đặt mua giấy_ăn này mà sao giao hàng cho tôi gói giấy nhỏ bằng phân nữa loại này là sao tôi muốn đổi lại thì
8641,2,giữ nhiệt tốt sạch_sẽ gọn_nhẹ rất hài_lòng tuy_nhiên khi cho cơm nóng vào thì cầm vào phần hộp inox sẽ bị nóng nhưng đến trưa thì ô_kê
8642,0,chất_lượng không được tốt cho_nên lỗ xỏ khoá dễ bị tét
8643,1,tiki giao nhầm hàng cho tôi đổi lại sớm cho tôi
8644,2,sách đẹp tiki giao hàng
8645,0,kiến_thức quá vĩ_mô không phù_hợp với thực_tế việt_nam nội_dung rườm_rà chung_chung khó
8646,0,đồ_chơi trẻ_con không lm được
8647,0,áo trong bịch mà đã dính vết cafe lần đầu mua quần_áo trực_tuyến cũng là lần cuối
8648,2,truyện ý_nghĩa lắm nha đáng mua
8649,2,chảo đẹp dày_dặn rất ô_kê
8650,0,mùi rất hôi và nồng chứ không hề tinh_tế dịu nhẹ dễ_chịu như quảng_cáo
8651,0,không giống như mô_tả như theo như quảng_cáo
8652,0,muỗi không chết
8653,2,chưa thấy cuốn sách nào ưng_ý thế_này bìa cứng giãn dòng đọc sướng mắt chất giấy sờ quá đã nội_dung thì vốn nó là cuốn sách kinh_điển rồi cầm lên đọc chỉ không muốn bỏ
8654,0,thấy tiki báo là có giảm_giá nhưng khi nhận hàng vẫn bằng giá niêm_yết của sản_phẩm thật buồn
8655,0,không dùng được không giống mô_tả
8656,1,méo mình hơi thất_vọng tiki
8657,2,giao hàng nhanh đóng_gói kỹ hàng đúng cl
8658,2,giá hợp_lý cho nhà bán
8659,2,mình chưa nói về ốp nhưng phục_vụ chuyên_nghiệp vậy là
8660,2,giày ô_kê nhưng chất_liệu bên ngoài dễ bán bẩn và khó vệ_sinh
8661,0,đo không đúng nhảy tùm_lum
8662,2,hàng đẹp như hình chén cầm_chắc tay tiki đóng_gói rất kỹ
8663,0,mới mua chưa kịp coi vừa tháo ra đã như_vầy trước khi giao sách làm_ơn kiểm_tra trước khi giao
8664,0,nội_dung không được hay lắm không như mình mong_đợi
8665,2,hàng bao đẹp hộp đựng chỉnh chu giao mày trắng nhìn sang quáchắc chắn không có bị lỏng mọi người cứ mua nha
8666,1,hướng_dẫn có nhưng vẫn còn khá rối_rắm
8667,1,kem này xài cũng được khi thoa lên lúc đầu sẽ bóng nhờn một lúc sau đỡ hơn màu trắng lên da không tự_nhiên
8668,1,bình_thường không chất_lượng lắm
8669,2,gương cực chất_lượng dày_dặn xinh_xắn mình để ở bàn làm_việc trên văn_phòng cực xinh tiki đóng_gói cẩn_thận giao hàng đúng hẹn như mọi_khi mình rất ưng_ý
8670,0,thất_vọng vì mình mua bản đặc_biệt nhưng không có chữ_kí tác_giả và dấu của nhã nam
8671,0,không như quảng_cáo thất_vọng
